title,duration,duration_numeric
Wazir,98 min,98.0
White Boy,83 min,83.0
Yes Man,104 min,104.0
At Eternity's Gate,111 min,111.0
Not a Game,98 min,98.0
7 Yards: The Chris Norton Story,93 min,93.0
Octonauts & the Ring of Fire,73 min,73.0
Mandela: Long Walk to Freedom,141 min,141.0
Lawless,116 min,116.0
Marked,21 min,21.0
A Week Away,98 min,98.0
Bad Trip,87 min,87.0
Black Is Beltza,87 min,87.0
Croupier,95 min,95.0
Elizabeth and Margaret: Love and Loyalty,87 min,87.0
Keeping the Bees,93 min,93.0
Ni de coña,97 min,97.0
Pagglait,114 min,114.0
Caught by a Wave,100 min,100.0
Secret Magic Control Agency,105 min,105.0
Seaspiracy,90 min,90.0
Loyiso Gola: Unlearning,60 min,60.0
Philomena,98 min,98.0
Any Crybabies Around?,108 min,108.0
Hospital,90 min,90.0
Jiu Jitsu,102 min,102.0
Reframe THEATER EXPERIENCE with you,84 min,84.0
The Yin Yang Master,120 min,120.0
Who's the Boss,106 min,106.0
Deadly Illusions,115 min,115.0
Get the Goat,98 min,98.0
Nate Bargatze: The Greatest Average American,60 min,60.0
Skylines,113 min,113.0
The Fluffy Movie,101 min,101.0
The Present,24 min,24.0
Wave of Cinema: 90's Generation,51 min,51.0
Catch.er,80 min,80.0
Operation Varsity Blues: The College Admissions Scandal,100 min,100.0
Get on Up,139 min,139.0
RebellComedy: Straight Outta the Zoo,74 min,74.0
Savages,131 min,131.0
C/O Kaadhal,131 min,131.0
The BFG,118 min,118.0
The Last Blockbuster,87 min,87.0
Audrey,101 min,101.0
Çarsi Pazar,97 min,97.0
Just In Time,92 min,92.0
Mucize,136 min,136.0
Paper Lives,97 min,97.0
Quiet,103 min,103.0
Romantik Komedi,110 min,110.0
Romantik Komedi 2: Bekarlığa Veda,105 min,105.0
YES DAY,90 min,90.0
You're Everything To Me,107 min,107.0
Coven of Sisters,92 min,92.0
Generasi 90an: Melankolia,94 min,94.0
The Block Island Sound,99 min,99.0
Bombay Rose,97 min,97.0
Aelay,151 min,151.0
Dogwashers,108 min,108.0
Fate of Alakada,113 min,113.0
Sentinelle,81 min,81.0
Mariposa,116 min,116.0
Parker,119 min,119.0
Safe Haven,116 min,116.0
Moxie,112 min,112.0
Black or White,121 min,121.0
Indoo Ki Jawani,115 min,115.0
Banyuki,182 min,182.0
Biggie: I Got a Story to Tell,98 min,98.0
Blanche Gardin: The All-Nighter,96 min,96.0
Connected,42 min,42.0
Dances with Wolves,181 min,181.0
How to Be Really Bad,100 min,100.0
LEGO Marvel Spider-Man: Vexed by Venom,22 min,22.0
Rain Man,134 min,134.0
Seven Souls in the Skull Castle 2011,177 min,177.0
Tenacious D in The Pick of Destiny,94 min,94.0
Bigfoot Family,88 min,88.0
Captain Fantastic,119 min,119.0
Crazy About Her,107 min,107.0
Fuga,112 min,112.0
Ginny & Georgia - The Afterparty,35 min,35.0
No Escape,103 min,103.0
Our Idiot Brother,90 min,90.0
The Girl on the Train,120 min,120.0
Tony Manero,97 min,97.0
Who Am I,102 min,102.0
Geez & Ann,106 min,106.0
"Blue, Painful, Fragile",119 min,119.0
M8 - When Death Rescues Life,84 min,84.0
Brian Regan: On the Rocks,58 min,58.0
Made You Look: A True Story About Fake Art,90 min,90.0
Pelé,109 min,109.0
Red,143 min,143.0
The Conjuring,112 min,112.0
The Conjuring 2,134 min,134.0
Classmates Minus,123 min,123.0
Fate: The Winx Saga - The Afterparty,36 min,36.0
Operation Finale,123 min,123.0
Wave of Cinema: Surat dari Timur,58 min,58.0
I Care a Lot,118 min,118.0
Love,91 min,91.0
Perú: Tesoro escondido,76 min,76.0
Eeb Allay Ooo!,97 min,97.0
No Escape Room,85 min,85.0
The Most Unknown,92 min,92.0
Animals on the Loose: A You vs. Wild Movie,139 min,139.0
Awara Paagal Deewana,162 min,162.0
The Resurrection of Gavin Stone,92 min,92.0
"My Teacher, My Obsession",86 min,86.0
Namaste Wahala,107 min,107.0
Monsoon,85 min,85.0
Hate by Dani Rovira,83 min,83.0
Mundina Nildana,104 min,104.0
To All The Boys: Always And Forever,116 min,116.0
Xico's Journey,87 min,87.0
Growing up and other problems,91 min,91.0
Layla Majnun,119 min,119.0
Middle of Nowhere,102 min,102.0
Red Dot,86 min,86.0
Squared Love,102 min,102.0
This Is the Life,98 min,98.0
The Misadventures of Hedi and Cokeman,99 min,99.0
The World We Make,108 min,108.0
War Dogs,114 min,114.0
Monster Run,104 min,104.0
Blanche Gardin: I talk to myself,88 min,88.0
Doob: No Bed of Roses,104 min,104.0
Little Big Women,123 min,123.0
Malcolm & Marie,106 min,106.0
Space Sweepers,138 min,138.0
"Strip Down, Rise Up",113 min,113.0
The Last Paradiso,107 min,107.0
The Yin-Yang Master: Dream Of Eternity,133 min,133.0
All My Friends Are Dead,97 min,97.0
Black Beach,116 min,116.0
"Our Lady of San Juan, Four Centuries of Miracles",123 min,123.0
Beverly Hills Ninja,89 min,89.0
Rocks,93 min,93.0
Shutter Island,139 min,139.0
The Bank Job,112 min,112.0
Zathura,101 min,101.0
Fatima,113 min,113.0
Hell Fest,89 min,89.0
Below Zero,107 min,107.0
Finding ‘Ohana,123 min,123.0
The Dig,113 min,113.0
June & Kopi,90 min,90.0
Accomplice,52 min,52.0
Kilometers and Kilometers,127 min,127.0
Penguin Bloom,95 min,95.0
Black Rose,121 min,121.0
Hire a Woman,108 min,108.0
She Is,102 min,102.0
So My Grandma’s a Lesbian!,95 min,95.0
The Next Three Days,133 min,133.0
The White Tiger,127 min,127.0
Friendsgiving,95 min,95.0
The Shadow of Violence,101 min,101.0
Cut Throat City,123 min,123.0
Sightless,89 min,89.0
Homefront,100 min,100.0
A Monster Calls,108 min,108.0
Death of Me,94 min,94.0
Radium Girls,103 min,103.0
Double Dad,105 min,105.0
Outside the Wire,116 min,116.0
Penguins of Madagascar: The Movie,92 min,92.0
Pinkfong & Baby Shark's Space Adventure,65 min,65.0
The Vanished,115 min,115.0
Tribhanga - Tedhi Medhi Crazy,96 min,96.0
What Would Sophia Loren Do?,32 min,32.0
Wish You,102 min,102.0
Tanda Tanya,102 min,102.0
The Heartbreak Club,101 min,101.0
An Imperfect Murder,71 min,71.0
Al acecho,81 min,81.0
Chris Rock Total Blackout: The Tamborine Extended Cut,98 min,98.0
"Crack: Cocaine, Corruption & Conspiracy",90 min,90.0
The Intouchables,112 min,112.0
Apaharan,161 min,161.0
BluffMaster!,129 min,129.0
Charming,85 min,85.0
Creating The Queen's Gambit,14 min,14.0
Gangaajal,148 min,148.0
Is Love Enough? Sir,99 min,99.0
Stuck Apart,97 min,97.0
100% Halal,101 min,101.0
Leap!,89 min,89.0
Pieces of a Woman,128 min,128.0
Ratones Paranoicos: The Band that Rocked Argentina,76 min,76.0
Tony Parker: The Final Shot,99 min,99.0
Hello Brother,126 min,126.0
Playing for Keeps,106 min,106.0
Asphalt Burning,101 min,101.0
Bad Grandpa .5,87 min,87.0
Case 39,111 min,111.0
Eddie Murphy: Raw,90 min,90.0
Full Out 2: You Got This!,91 min,91.0
Gimme Shelter,101 min,101.0
Good Burger,96 min,96.0
Good Hair,96 min,96.0
Into the Wild,148 min,148.0
London Heist,96 min,96.0
Mean Girls 2,98 min,98.0
Mystic Pizza,104 min,104.0
The Creative Brain,53 min,53.0
The Minimalists: Less Is Now,54 min,54.0
Unknown,113 min,113.0
What Happened to Mr. Cha?,102 min,102.0
What's Eating Gilbert Grape,118 min,118.0
Alaska Is a Drag,83 min,83.0
Best of Stand-Up 2020,77 min,77.0
Bobby Jasoos,116 min,116.0
Tarung Sarung,116 min,116.0
Too Handsome to Handle,106 min,106.0
The Rope Curse 2,105 min,105.0
Cops and Robbers,8 min,8.0
Rango,110 min,110.0
Death to 2020,71 min,71.0
DNA,91 min,91.0
The Magic School Bus Rides Again In the Zone,46 min,46.0
AK vs AK,109 min,109.0
Isa Pa with Feelings,102 min,102.0
We Can Be Heroes,101 min,101.0
Bridezilla,94 min,94.0
Cemara's Family,110 min,110.0
"Hello, Love, Goodbye",117 min,117.0
The History of Future Folk,85 min,85.0
The Midnight Sky,119 min,119.0
Your Name Engraved Herein,115 min,115.0
After We Collided,105 min,105.0
London Hughes: To Catch a D*ck,68 min,68.0
QLIMAX THE SOURCE,57 min,57.0
Shaun the Sheep: The Farmer’s Llamas,28 min,28.0
"Ariana grande: excuse me, i love you",98 min,98.0
The Con Is On,95 min,95.0
Mohamed Hussein,96 min,96.0
Rhys Nicholson Live at the Athenaeum,66 min,66.0
Atlas Shrugged: Part II,112 min,112.0
Guest House,84 min,84.0
Ma Rainey's Black Bottom,94 min,94.0
Ma Rainey's Black Bottom: A Legacy Brought to Screen,32 min,32.0
Mukhsin,98 min,98.0
Rabun,85 min,85.0
Talentime,120 min,120.0
An Unremarkable Christmas,83 min,83.0
Braven,94 min,94.0
Eggnoid: Love & Time Portal,102 min,102.0
Love You to the Stars and Back,111 min,111.0
Sakaling Maging Tayo,90 min,90.0
The Wedding Shaman,111 min,111.0
Bwakaw,110 min,110.0
Incarnate,87 min,87.0
Lee Daniels' The Butler,132 min,132.0
Nocturnal Animals,117 min,117.0
Vir Das: Outside In - The Lockdown Special,50 min,50.0
Grizzlies,106 min,106.0
The Professor and the Madman,125 min,125.0
A California Christmas,107 min,107.0
The Netflix Afterparty: The Best Shows of The Worst Year,59 min,59.0
A Trash Truck Christmas,28 min,28.0
Canvas,9 min,9.0
Giving Voice,91 min,91.0
The Prom,132 min,132.0
Torbaaz,133 min,133.0
Funny Boy,109 min,109.0
Just The Way You Are,107 min,107.0
She's the One,111 min,111.0
The Panti Sisters,108 min,108.0
"Kalel, 15",105 min,105.0
Rose Island,119 min,119.0
André & his olive tree,104 min,104.0
Bobbleheads The Movie,83 min,83.0
Emicida: AmarElo - It’s All For Yesterday,90 min,90.0
Spirit Riding Free: Ride Along Adventure,79 min,79.0
Super Monsters: Santa’s Super Monster Helpers,24 min,24.0
Triple 9,115 min,115.0
Ava,97 min,97.0
Mighty Express: A Mighty Christmas,26 min,26.0
Captain Underpants Mega Blissmas,46 min,46.0
Christmas Crossfire,106 min,106.0
Leyla Everlasting,113 min,113.0
MANK,133 min,133.0
You Are My Home,93 min,93.0
Between Maybes,108 min,108.0
Break,96 min,96.0
Chico Bon Bon and the Very Berry Holiday,25 min,25.0
Just Another Christmas,101 min,101.0
Must Be... Love,106 min,106.0
Ari Eldjárn: Pardon My Icelandic,54 min,54.0
Fierce,118 min,118.0
Hazel Brugger: Tropical,58 min,58.0
3 Days to Kill,117 min,117.0
Angela's Christmas Wish,48 min,48.0
Angels & Demons,139 min,139.0
Chef,115 min,115.0
Effie Gray,109 min,109.0
Monster House,91 min,91.0
Natalie Palamides: Nate - A One Man Show,60 min,60.0
Peppermint,102 min,102.0
Quigley Down Under,120 min,120.0
The Da Vinci Code,149 min,149.0
The Happytime Murders,91 min,91.0
U-Turn,99 min,99.0
Finding Agnes,106 min,106.0
Rust Creek,108 min,108.0
Spookley and the Christmas Kittens,45 min,45.0
The 2nd,93 min,93.0
A Go! Go! Cory Carson Christmas,22 min,22.0
Dance Dreams: Hot Chocolate Nutcracker,81 min,81.0
Don’t Listen,98 min,98.0
The Beast,100 min,100.0
The Call,112 min,112.0
Fantastica,114 min,114.0
Larry the Cable Guy: Remain Seated,68 min,68.0
Mosul,103 min,103.0
Unexpectedly Yours,121 min,121.0
Ghosts of War,95 min,95.0
Shawn Mendes: Live in Concert,87 min,87.0
The Christmas Chronicles: Part Two,115 min,115.0
Andhaghaaram,171 min,171.0
Andhakaaram,171 min,171.0
Dragons: Rescue Riders: Huttsgalor Holiday,46 min,46.0
Hillbilly Elegy,117 min,117.0
Notes for My Son,84 min,84.0
Hard Kill,98 min,98.0
Shawn Mendes: In Wonder,83 min,83.0
The Suit,97 min,97.0
Dolly Parton’s Christmas on the Square,99 min,99.0
Machete Kills,108 min,108.0
40 Sticks,93 min,93.0
Alien Xmas,42 min,42.0
If Anything Happens I Love You,13 min,13.0
The App That Stole Christmas,64 min,64.0
Black Friday,162 min,162.0
Bodyguard,130 min,130.0
Break Ke Baad,108 min,108.0
Hawaizaada,129 min,129.0
My Amnesia Girl,105 min,105.0
Raman Raghav 2.0,133 min,133.0
Singham,142 min,142.0
TE3N,128 min,128.0
The Princess Switch: Switched Again,97 min,97.0
Three Words to Forever,107 min,107.0
Well Done Abba,135 min,135.0
Ainu Mosir,84 min,84.0
Kevin Hart: Zero F**ks Given,70 min,70.0
Loving,124 min,124.0
Whose Streets?,102 min,102.0
A Very Country Christmas,84 min,84.0
Cloudy with a Chance of Meatballs 2,95 min,95.0
Hometown Holiday,84 min,84.0
White Christmas,120 min,120.0
Killer Cove,87 min,87.0
Fukrey Boyzzz: Space Mein Fukrapanti,75 min,75.0
Jingle Jangle: A Christmas Journey,124 min,124.0
The Beginning of Life 2: Outside,92 min,92.0
The Life Ahead,95 min,95.0
A Very Special Love,107 min,107.0
First Love,123 min,123.0
Fruitvale Station,85 min,85.0
Ludo,150 min,150.0
Memories of a Teenager,97 min,97.0
Prom Night,88 min,88.0
We Are All For The Fatherland,74 min,74.0
What We Wanted,93 min,93.0
Citation,151 min,151.0
Girl's Revenge,82 min,82.0
The Endless Trench,148 min,148.0
The Late Bloomer,95 min,95.0
A New York Christmas Wedding,90 min,90.0
Alone/Together,103 min,103.0
Midnight at the Magnolia,87 min,87.0
One More Try,102 min,102.0
Operation Christmas Drop,96 min,96.0
A Christmas Catch,87 min,87.0
Christmas with a Prince,86 min,86.0
Miss India,136 min,136.0
Felix Lobrecht: Hype,60 min,60.0
MOTHER,127 min,127.0
The Beginning of Life,96 min,96.0
Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,15 min,15.0
Prospect,100 min,100.0
Christmas Break-In,87 min,87.0
Elf Pets: A Fox Cub’s Christmas Tale,28 min,28.0
Elf Pets: Santa’s Reindeer Rescue,27 min,27.0
Elliot the Littlest Reindeer,90 min,90.0
Little Monsters,102 min,102.0
Mile 22,94 min,94.0
Piercing,81 min,81.0
Snowden,134 min,134.0
The Impossible,114 min,114.0
The Next Karate Kid,107 min,107.0
Wheels of Fortune,107 min,107.0
The 12th Man,130 min,130.0
Hidden in Plain Sight,87 min,87.0
His House,93 min,93.0
In Line,114 min,114.0
Kaali Khuhi,91 min,91.0
Rogue City,116 min,116.0
The Day of the Lord,93 min,93.0
Pagpag: Nine Lives,106 min,106.0
Holidate,105 min,105.0
La Gran Ilusión,50 min,50.0
Metallica Through The Never,93 min,93.0
Nobody Sleeps in the Woods Tonight,103 min,103.0
Secrets of the Saqqara Tomb,114 min,114.0
Guillermo Vilas: Settling the Score,95 min,95.0
Sarah Cooper: Everything's Fine,50 min,50.0
Ajab Prem Ki Ghazab Kahani,150 min,150.0
Black '47,100 min,100.0
I Am Woman,117 min,117.0
Alice Junior,87 min,87.0
Over the Moon,100 min,100.0
Shattered Memories,86 min,86.0
Bending the Arc,102 min,102.0
Cadaver,87 min,87.0
Exes Baggage,103 min,103.0
Fisherman's Friends,112 min,112.0
The Hows of Us,120 min,120.0
The Hummingbird Project,111 min,111.0
"Yes, God, Yes",78 min,78.0
Brave Blue World: Racing to Solve Our Water Crisis,51 min,51.0
Rebecca,123 min,123.0
The Magic School Bus Rides Again The Frizz Connection,46 min,46.0
Tremors: Shrieker Island,102 min,102.0
Beirut Oh Beirut,106 min,106.0
Bosta,112 min,112.0
Ghadi,101 min,101.0
Heritages,96 min,96.0
Listen,103 min,103.0
Out of Life,94 min,94.0
Panoptic,69 min,69.0
Taxi Ballad,81 min,81.0
The Kite,76 min,76.0
The Little Wars,108 min,108.0
Under the Bombs,94 min,94.0
West Beirut,106 min,106.0
What Did I Mess,98 min,98.0
Whispers,93 min,93.0
Zozo,99 min,99.0
ParaNorman,93 min,93.0
I Am Vengeance: Retaliation,82 min,82.0
Disconnect,107 min,107.0
In a Valley of Violence,104 min,104.0
The Trial of the Chicago 7,130 min,130.0
Unfriended,83 min,83.0
A Babysitter's Guide to Monster Hunting,99 min,99.0
Batman: The Killing Joke,77 min,77.0
El-Khawaga's Dilemma,94 min,94.0
Kartini: Princess of Java,118 min,118.0
Love Like the Falling Rain,87 min,87.0
Rooting for Roona,42 min,42.0
A Choo,101 min,101.0
BLACKPINK: Light Up the Sky,80 min,80.0
The Three Deaths of Marisela Escobedo,110 min,110.0
Fida,117 min,117.0
Octonauts & the Great Barrier Reef,47 min,47.0
Dil,165 min,165.0
Disco Dancer,134 min,134.0
Hunterrr,140 min,140.0
Phir Hera Pheri,150 min,150.0
The Legend of Bhagat Singh,156 min,156.0
House of the Witch,86 min,86.0
Ginny Weds Sunny,126 min,126.0
My Step Dad: The Hippie,100 min,100.0
Super Monsters: Dia de los Monsters,25 min,25.0
The Forty-Year-Old Version,124 min,124.0
Bigflo & Oli: Hip Hop Frenzy,100 min,100.0
Palermo Hollywood,106 min,106.0
Hubie Halloween,104 min,104.0
American Pie 9: Girls' Rules,96 min,96.0
Dolly Parton: Here I Am,90 min,90.0
StarBeam: Halloween Hero,33 min,33.0
Walk Away from Love,81 min,81.0
David Attenborough: A Life on Our Planet,84 min,84.0
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",44 min,44.0
Good Game: The Beginning,115 min,115.0
A Chaster Marriage,94 min,94.0
A Go! Go! Cory Carson Halloween,22 min,22.0
Òlòtūré,107 min,107.0
Serious Men,115 min,115.0
The Binding,93 min,93.0
Turkish Dance School,107 min,107.0
Vampires vs. the Bronx,86 min,86.0
You've Got This,112 min,112.0
All Because of You,102 min,102.0
An Ordinary Man,91 min,91.0
Carlos Almaraz: Playing with Fire,83 min,83.0
Cold Harbour,73 min,73.0
Free State of Jones,139 min,139.0
Human Nature,95 min,95.0
Hunt for the Wilderpeople,101 min,101.0
I'm Leaving Now,75 min,75.0
Rize,87 min,87.0
The American Game,91 min,91.0
The Book of Sun,120 min,120.0
The Outpost,123 min,123.0
We Have Always Lived in the Castle,95 min,95.0
American Murder: The Family Next Door,84 min,84.0
Baxu and the Giants,29 min,29.0
Poacher,28 min,28.0
The Boys in the Band,122 min,122.0
The Boys in the Band: Something Personal,28 min,28.0
Bully,98 min,98.0
Michelle Buteau: Welcome to Buteaupia,59 min,59.0
Welcome to Sudden Death,80 min,80.0
Amandla! A Revolution in Four Part Harmony,103 min,103.0
Ankhon Dekhi,104 min,104.0
Dedh Ishqiya,146 min,146.0
Golmaal Returns,135 min,135.0
Ishq Vishk,129 min,129.0
Ishqiya,115 min,115.0
Jab We Met,143 min,143.0
Mann,173 min,173.0
Manorama Six Feet Under,129 min,129.0
Welcome,149 min,149.0
Time Out,98 min,98.0
My Mother's Wound,115 min,115.0
Zulu Man in Japan,44 min,44.0
Real Steel,127 min,127.0
Enola Holmes,124 min,124.0
Kiss the Ground,85 min,85.0
A Love Song for Latasha,20 min,20.0
DTC Yukemuri Junjo Hen From High & Low,102 min,102.0
High & Low The Movie,129 min,129.0
High & Low The Movie 2 / End of Sky,124 min,124.0
High & Low The Movie 3 / Final Mission,118 min,118.0
High & Low The Red Rain,111 min,111.0
High & Low The Worst,125 min,125.0
Road To High & Low,94 min,94.0
The Blue Elephant 2,130 min,130.0
Bhaji In Problem,117 min,117.0
Black,137 min,137.0
Saheb Biwi Aur Gangster Returns,139 min,139.0
Santa Banta Pvt Ltd,111 min,111.0
The Royal Bengal Tiger,103 min,103.0
Dolly Kitty Aur Woh Chamakte Sitare,120 min,120.0
Whipped,98 min,98.0
Anaamika,130 min,130.0
GIMS: On the Record,96 min,96.0
Horrid Henry's Gross Day Out,61 min,61.0
Nee Enge En Anbe,137 min,137.0
Residue,90 min,90.0
Dr Jason Leong Hashtag Blessed,69 min,69.0
The Devil All The Time,139 min,139.0
The Paramedic,94 min,94.0
The Take,92 min,92.0
Hope Frozen: A Quest to Live Twice,80 min,80.0
Michael McIntyre: Showman,63 min,63.0
Raising Victor Vargas,88 min,88.0
The Smurfs 2,105 min,105.0
Wish Upon a Unicorn,93 min,93.0
Lara and the Beat,140 min,140.0
Dad Wanted,103 min,103.0
How to Train Your Dragon 2,102 min,102.0
Pets United,93 min,93.0
Wonho Chung: Live in New York,69 min,69.0
Aapla Manus,133 min,133.0
Ani... Dr. Kashinath Ghanekar,157 min,157.0
Bhai: Vyakti Ki Valli - Poorvardha,116 min,116.0
Bhai: Vyakti Ki Valli - Uttarardh,112 min,112.0
Cycle,96 min,96.0
Dhh,127 min,127.0
Kaagar,130 min,130.0
Night of Knots,93 min,93.0
PhotoCopy,138 min,138.0
Poshter Girl,138 min,138.0
Satria Heroes: Revenge of the Darkness,92 min,92.0
Son Of Adam,110 min,110.0
The Babysitter: Killer Queen,102 min,102.0
Cargo,113 min,113.0
Cuties,96 min,96.0
So Much Love to Give,108 min,108.0
The Social Dilemma,94 min,94.0
#Alive,99 min,99.0
My Octopus Teacher,86 min,86.0
Toll Booth,98 min,98.0
"Waiting for ""Superman""",111 min,111.0
Villain,97 min,97.0
I'm Thinking of Ending Things,135 min,135.0
Kandasamys: The Wedding,93 min,93.0
The Lost Okoroshi,94 min,94.0
You're My Boss,117 min,117.0
Afonso Padilha: Classless,63 min,63.0
Ave Maryam,73 min,73.0
"Love, Guaranteed",91 min,91.0
Freaks – You're One of Us,93 min,93.0
Hotel for Dogs,101 min,101.0
Sky Tour: The Movie,93 min,93.0
Adrift,96 min,96.0
Always Be My Maybe,112 min,112.0
Barbie Princess Adventure,72 min,72.0
Children of the Sea,112 min,112.0
Fate/Grand Order -First Order-,72 min,72.0
Puss in Boots,92 min,92.0
Sex Drive,109 min,109.0
Soldier,155 min,155.0
"Take the Ball, Pass the Ball",109 min,109.0
The Boss Baby: Get That Baby!,115 min,115.0
The Match,97 min,97.0
The Smurfs,103 min,103.0
True: Friendship Day,24 min,24.0
Maniyarayile Ashokan,110 min,110.0
The Debt Collector 2,97 min,97.0
All Together Now,94 min,94.0
Santana,107 min,107.0
Unknown Origins,97 min,97.0
Edge of Seventeen,103 min,103.0
The Bridge Curse,88 min,88.0
The Young Messiah,111 min,111.0
Lingua Franca,94 min,94.0
Making The Witcher,33 min,33.0
Rising Phoenix,107 min,107.0
Septembers of Shiraz,110 min,110.0
Class of '83,98 min,98.0
Dark Forces,81 min,81.0
The Sleepover,104 min,104.0
John Was Trying to Contact Aliens,17 min,17.0
Scarecrow,121 min,121.0
The Crimes That Bind,100 min,100.0
Little Singham: Kaal Ka Badla,70 min,70.0
Drunk Parents,97 min,97.0
Meet the In-Laws,75 min,75.0
Crazy Awesome Teachers,102 min,102.0
Islands of Faith,88 min,88.0
Les Misérables,158 min,158.0
Seventh Son,102 min,102.0
What's Your Raashee?,203 min,203.0
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,59 min,59.0
Fearless,92 min,92.0
Nigerian Prince,104 min,104.0
Octonauts & the Caves of Sac Actun,72 min,72.0
